name,start_date,end_date,tours,time_control,white,black,date,result,id,series_no,Tournment_serial,concatenate
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Qiyan","Cai, Qi",2014-01-29,1.0,tournament_10_193,193,10,10.193
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wu, Haifang","Huang, Yunhu",2014-01-29,0.0,tournament_10_194,194,10,10.194
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Yingfu","Liang, Qing",2014-01-29,0.5,tournament_10_195,195,10,10.195
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhou, Xialan","Jiang, Yi",2014-01-29,1.0,tournament_10_196,196,10,10.196
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lv, Yiguo","Pang, Ronggang",2014-01-29,0.0,tournament_10_197,197,10,10.197
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Yajuan","Guo, Hongmin",2014-01-29,0.0,tournament_10_198,198,10,10.198
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cao, Yiping","Zhu, Guobiao",2014-01-29,1.0,tournament_10_199,199,10,10.199
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Xingmiao","Zhang, Muli",2014-01-29,0.5,tournament_10_200,200,10,10.200
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Mengli","Song, Zeji",2014-01-31,1.0,tournament_10_201,201,10,10.201
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Aigui","Wang, Jianyao",2014-01-31,1.0,tournament_10_202,202,10,10.202
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Zhengji","Chen, Yuyu",2014-01-31,1.0,tournament_10_203,203,10,10.203
tournament_10,2014-01-15,2014-02-08,12,rapid,"Shen, Jianqin","Wang, Cai",2014-01-31,1.0,tournament_10_204,204,10,10.204
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Minkang","Wang, Dian",2014-01-31,0.5,tournament_10_205,205,10,10.205
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Fuying","Liang, Shujun",2014-01-31,0.5,tournament_10_206,206,10,10.206
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Xiaozhi","Gao, Xiaochen",2014-01-31,0.5,tournament_10_207,207,10,10.207
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Degang","Zhu, Qingzhen",2014-01-31,0.5,tournament_10_208,208,10,10.208
tournament_10,2014-01-15,2014-02-08,12,rapid,"Yuan, Yue","Wang, Jin",2014-01-31,0.5,tournament_10_209,209,10,10.209
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wei, Ming","Li, Hai",2014-01-31,0.5,tournament_10_210,210,10,10.210
tournament_10,2014-01-15,2014-02-08,12,rapid,"Hu, Jingxin","Zhao, Baoyu",2014-01-31,0.5,tournament_10_211,211,10,10.211
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Yunhu","Chen, Yuke",2014-01-31,1.0,tournament_10_212,212,10,10.212
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Kaiqing","Xing, Qiping",2014-01-31,0.0,tournament_10_213,213,10,10.213
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Jiyue","Huang, Feirui",2014-01-31,0.5,tournament_10_214,214,10,10.214
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wen, Yongxi","Zhao, Wenmei",2014-01-31,0.0,tournament_10_215,215,10,10.215
tournament_10,2014-01-15,2014-02-08,12,rapid,"Guo, Hongmin","Zhang, Qiyan",2014-01-31,0.5,tournament_10_216,216,10,10.216
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Xuanyan","Tian, Xiong",2014-01-31,0.5,tournament_10_217,217,10,10.217
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lin, Yuanhao","Xu, Chenliang",2014-01-31,0.5,tournament_10_218,218,10,10.218
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Qing","Zhou, Xialan",2014-01-31,0.5,tournament_10_219,219,10,10.219
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cai, Qi","Cao, Yiping",2014-01-31,0.5,tournament_10_220,220,10,10.220
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Yi","Zhang, Yajuan",2014-01-31,1.0,tournament_10_221,221,10,10.221
tournament_10,2014-01-15,2014-02-08,12,rapid,"Pang, Ronggang","Wu, Haifang",2014-01-31,1.0,tournament_10_222,222,10,10.222
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lv, Yiguo","Lu, Yingfu",2014-01-31,0.5,tournament_10_223,223,10,10.223
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Muli","Zhu, Guobiao",2014-01-31,0.5,tournament_10_224,224,10,10.224
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Zhengnan","Lu, Xingmiao",2014-01-31,0.5,tournament_10_225,225,10,10.225
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Dian","Huang, Mengli",2014-02-02,0.5,tournament_10_226,226,10,10.226
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jianyao","Shen, Jianqin",2014-02-02,1.0,tournament_10_227,227,10,10.227
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuyu","Liu, Aigui",2014-02-02,1.0,tournament_10_228,228,10,10.228
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Cai","Li, Zhengji",2014-02-02,1.0,tournament_10_229,229,10,10.229
tournament_10,2014-01-15,2014-02-08,12,rapid,"Song, Zeji","Xu, Fuying",2014-02-02,1.0,tournament_10_230,230,10,10.230
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Shujun","Li, Minkang",2014-02-02,0.5,tournament_10_231,231,10,10.231
tournament_10,2014-01-15,2014-02-08,12,rapid,"Gao, Xiaochen","Liang, Jiyue",2014-02-02,0.0,tournament_10_232,232,10,10.232
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xing, Qiping","Jiang, Degang",2014-02-02,0.5,tournament_10_233,233,10,10.233
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhu, Qingzhen","Xu, Xiaozhi",2014-02-02,0.5,tournament_10_234,234,10,10.234
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Wenmei","Yuan, Yue",2014-02-02,0.0,tournament_10_235,235,10,10.235
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jin","Hu, Jingxin",2014-02-02,1.0,tournament_10_236,236,10,10.236
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Hai","Huang, Yunhu",2014-02-02,1.0,tournament_10_237,237,10,10.237
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Baoyu","Wei, Ming",2014-02-02,0.5,tournament_10_238,238,10,10.238
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Feirui","Guo, Hongmin",2014-02-02,1.0,tournament_10_239,239,10,10.239
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Qiyan","Liu, Kaiqing",2014-02-02,0.0,tournament_10_240,240,10,10.240
tournament_10,2014-01-15,2014-02-08,12,rapid,"Pang, Ronggang","Wen, Yongxi",2014-02-02,0.5,tournament_10_241,241,10,10.241
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuke","Zhang, Zhengnan",2014-02-02,1.0,tournament_10_242,242,10,10.242
tournament_10,2014-01-15,2014-02-08,12,rapid,"Tian, Xiong","Jiang, Yi",2014-02-02,1.0,tournament_10_243,243,10,10.243
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Chenliang","Wang, Xuanyan",2014-02-02,1.0,tournament_10_244,244,10,10.244
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lv, Yiguo","Cai, Qi",2014-02-02,0.0,tournament_10_245,245,10,10.245
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wu, Haifang","Zhu, Guobiao",2014-02-02,1.0,tournament_10_246,246,10,10.246
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Yajuan","Zhang, Muli",2014-02-02,0.0,tournament_10_247,247,10,10.247
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lin, Yuanhao","Liang, Qing",2014-02-02,1.0,tournament_10_248,248,10,10.248
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhou, Xialan","Lu, Yingfu",2014-02-02,0.0,tournament_10_249,249,10,10.249
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Xingmiao","Cao, Yiping",2014-02-02,0.0,tournament_10_250,250,10,10.250
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Mengli","Zhu, Qingzhen",2014-02-04,0.5,tournament_10_251,251,10,10.251
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Jiyue","Wang, Jianyao",2014-02-04,0.0,tournament_10_252,252,10,10.252
tournament_10,2014-01-15,2014-02-08,12,rapid,"Yuan, Yue","Chen, Yuyu",2014-02-04,0.5,tournament_10_253,253,10,10.253
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Aigui","Wang, Cai",2014-02-04,0.5,tournament_10_254,254,10,10.254
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Degang","Wang, Dian",2014-02-04,0.5,tournament_10_255,255,10,10.255
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Zhengji","Song, Zeji",2014-02-04,1.0,tournament_10_256,256,10,10.256
tournament_10,2014-01-15,2014-02-08,12,rapid,"Shen, Jianqin","Liang, Shujun",2014-02-04,0.5,tournament_10_257,257,10,10.257
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Minkang","Xing, Qiping",2014-02-04,0.5,tournament_10_258,258,10,10.258
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Fuying","Wang, Jin",2014-02-04,0.0,tournament_10_259,259,10,10.259
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Xiaozhi","Li, Hai",2014-02-04,0.0,tournament_10_260,260,10,10.260
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wei, Ming","Huang, Feirui",2014-02-04,1.0,tournament_10_261,261,10,10.261
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Yunhu","Gao, Xiaochen",2014-02-04,0.0,tournament_10_262,262,10,10.262
tournament_10,2014-01-15,2014-02-08,12,rapid,"Hu, Jingxin","Zhao, Wenmei",2014-02-04,0.5,tournament_10_263,263,10,10.263
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lin, Yuanhao","Zhao, Baoyu",2014-02-04,0.5,tournament_10_264,264,10,10.264
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Kaiqing","Pang, Ronggang",2014-02-04,1.0,tournament_10_265,265,10,10.265
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Muli","Chen, Yuke",2014-02-04,0.0,tournament_10_266,266,10,10.266
tournament_10,2014-01-15,2014-02-08,12,rapid,"Guo, Hongmin","Tian, Xiong",2014-02-04,0.0,tournament_10_267,267,10,10.267
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Zhengnan","Xu, Chenliang",2014-02-04,0.5,tournament_10_268,268,10,10.268
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wen, Yongxi","Cao, Yiping",2014-02-04,0.5,tournament_10_269,269,10,10.269
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhou, Xialan","Lv, Yiguo",2014-02-04,0.5,tournament_10_270,270,10,10.270
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Yi","Wang, Xuanyan",2014-02-04,0.5,tournament_10_271,271,10,10.271
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cai, Qi","Zhang, Yajuan",2014-02-04,0.5,tournament_10_272,272,10,10.272
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhu, Guobiao","Zhang, Qiyan",2014-02-04,0.5,tournament_10_273,273,10,10.273
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Yingfu","Wu, Haifang",2014-02-04,0.0,tournament_10_274,274,10,10.274
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Qing","Lu, Xingmiao",2014-02-04,0.5,tournament_10_275,275,10,10.275
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Hai","Huang, Mengli",2014-02-06,0.5,tournament_10_276,276,10,10.276
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jianyao","Liu, Kaiqing",2014-02-06,1.0,tournament_10_277,277,10,10.277
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuyu","Wei, Ming",2014-02-06,1.0,tournament_10_278,278,10,10.278
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Cai","Yuan, Yue",2014-02-06,0.5,tournament_10_279,279,10,10.279
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Dian","Liu, Aigui",2014-02-06,0.5,tournament_10_280,280,10,10.280
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jin","Li, Zhengji",2014-02-06,1.0,tournament_10_281,281,10,10.281
tournament_10,2014-01-15,2014-02-08,12,rapid,"Song, Zeji","Shen, Jianqin",2014-02-06,1.0,tournament_10_282,282,10,10.282
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Shujun","Liang, Jiyue",2014-02-06,0.5,tournament_10_283,283,10,10.283
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhu, Qingzhen","Li, Minkang",2014-02-06,0.0,tournament_10_284,284,10,10.284
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuke","Jiang, Degang",2014-02-06,0.5,tournament_10_285,285,10,10.285
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xing, Qiping","Xu, Xiaozhi",2014-02-06,0.5,tournament_10_286,286,10,10.286
tournament_10,2014-01-15,2014-02-08,12,rapid,"Gao, Xiaochen","Lin, Yuanhao",2014-02-06,1.0,tournament_10_287,287,10,10.287
tournament_10,2014-01-15,2014-02-08,12,rapid,"Tian, Xiong","Hu, Jingxin",2014-02-06,1.0,tournament_10_288,288,10,10.288
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Feirui","Xu, Fuying",2014-02-06,0.5,tournament_10_289,289,10,10.289
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Wenmei","Zhang, Muli",2014-02-06,1.0,tournament_10_290,290,10,10.290
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Baoyu","Wen, Yongxi",2014-02-06,0.5,tournament_10_291,291,10,10.291
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Chenliang","Huang, Yunhu",2014-02-06,0.0,tournament_10_292,292,10,10.292
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cao, Yiping","Liang, Qing",2014-02-06,1.0,tournament_10_293,293,10,10.293
tournament_10,2014-01-15,2014-02-08,12,rapid,"Pang, Ronggang","Cai, Qi",2014-02-06,0.5,tournament_10_294,294,10,10.294
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lv, Yiguo","Zhang, Yajuan",2014-02-06,0.5,tournament_10_295,295,10,10.295
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Yingfu","Wang, Xuanyan",2014-02-06,0.0,tournament_10_296,296,10,10.296
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Xingmiao","Zhu, Guobiao",2014-02-06,0.5,tournament_10_297,297,10,10.297
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Qiyan","Jiang, Yi",2014-02-06,1.0,tournament_10_298,298,10,10.298
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wu, Haifang","Zhou, Xialan",2014-02-06,0.0,tournament_10_299,299,10,10.299
tournament_10,2014-01-15,2014-02-08,12,rapid,"Guo, Hongmin","Zhang, Zhengnan",2014-02-06,0.5,tournament_10_300,300,10,10.300
tournament_100,2014-08-29,2014-09-22,12,classic,郝华琳,王剑妹,2014-08-29,0.5,tournament_100_1,1,100,100.1
tournament_100,2014-08-29,2014-09-22,12,classic,郭周哲,冯三立,2014-08-29,0.5,tournament_100_2,2,100,100.2
tournament_100,2014-08-29,2014-09-22,12,classic,蔡玉雪,谭尧,2014-08-29,1.0,tournament_100_3,3,100,100.3
tournament_100,2014-08-29,2014-09-22,12,classic,刘碧艳,王殿,2014-08-29,1.0,tournament_100_4,4,100,100.4
tournament_100,2014-08-29,2014-09-22,12,classic,徐耀祥,李秀寿,2014-08-29,0.0,tournament_100_5,5,100,100.5
tournament_100,2014-08-29,2014-09-22,12,classic,周忠雷,谭卓佳,2014-08-29,0.0,tournament_100_6,6,100,100.6
tournament_100,2014-08-29,2014-09-22,12,classic,马朝风,张海航,2014-08-29,1.0,tournament_100_7,7,100,100.7
tournament_100,2014-08-29,2014-09-22,12,classic,张艺燕,段振,2014-08-29,1.0,tournament_100_8,8,100,100.8
tournament_100,2014-08-29,2014-09-22,12,classic,方东,杨承,2014-08-29,1.0,tournament_100_9,9,100,100.9
tournament_100,2014-08-29,2014-09-22,12,classic,孙义敏,田佳达,2014-08-29,1.0,tournament_100_10,10,100,100.10
tournament_100,2014-08-29,2014-09-22,12,classic,李禄娟,丁晨彤,2014-08-29,0.0,tournament_100_11,11,100,100.11
tournament_100,2014-08-29,2014-09-22,12,classic,冯隆美,何驿艳,2014-08-29,1.0,tournament_100_12,12,100,100.12
tournament_100,2014-08-29,2014-09-22,12,classic,王俊,史智,2014-08-29,1.0,tournament_100_13,13,100,100.13
tournament_100,2014-08-29,2014-09-22,12,classic,王由航,魏兴,2014-08-29,1.0,tournament_100_14,14,100,100.14
tournament_100,2014-08-29,2014-09-22,12,classic,陈宸云,彭国,2014-08-29,0.0,tournament_100_15,15,100,100.15
tournament_100,2014-08-29,2014-09-22,12,classic,王江基,章泽,2014-08-29,0.0,tournament_100_16,16,100,100.16
tournament_100,2014-08-29,2014-09-22,12,classic,孟芳全,赵晋耕,2014-08-29,0.5,tournament_100_17,17,100,100.17
tournament_100,2014-08-29,2014-09-22,12,classic,谢庆麟,刘改川,2014-08-29,0.5,tournament_100_18,18,100,100.18
tournament_100,2014-08-29,2014-09-22,12,classic,董健,周影吉,2014-08-29,0.0,tournament_100_19,19,100,100.19
tournament_100,2014-08-29,2014-09-22,12,classic,贾烨广,傅建,2014-08-29,1.0,tournament_100_20,20,100,100.20
tournament_100,2014-08-29,2014-09-22,12,classic,胡建萍,顾加军,2014-08-29,0.5,tournament_100_21,21,100,100.21
tournament_100,2014-08-29,2014-09-22,12,classic,梁梅强,彭捷慧,2014-08-29,1.0,tournament_100_22,22,100,100.22
tournament_100,2014-08-29,2014-09-22,12,classic,郑宣珍,邓烈,2014-08-29,1.0,tournament_100_23,23,100,100.23
tournament_100,2014-08-29,2014-09-22,12,classic,郝星,卢来青,2014-08-29,0.5,tournament_100_24,24,100,100.24
tournament_100,2014-08-29,2014-09-22,12,classic,阎斯钧,李利平,2014-08-29,0.5,tournament_100_25,25,100,100.25
tournament_100,2014-08-29,2014-09-22,12,classic,乔宏琪,许士波,2014-08-29,0.5,tournament_100_26,26,100,100.26
tournament_100,2014-08-29,2014-09-22,12,classic,范存妞,金志,2014-08-29,1.0,tournament_100_27,27,100,100.27
tournament_100,2014-08-29,2014-09-22,12,classic,陈一,王瑶珠,2014-08-29,1.0,tournament_100_28,28,100,100.28
tournament_100,2014-08-29,2014-09-22,12,classic,冯柏贞,王加娟,2014-08-29,0.5,tournament_100_29,29,100,100.29
tournament_100,2014-08-29,2014-09-22,12,classic,祝艳光,赵西勇,2014-08-29,0.5,tournament_100_30,30,100,100.30
tournament_100,2014-08-29,2014-09-22,12,classic,林源浩,刘宇福,2014-08-29,0.5,tournament_100_31,31,100,100.31
tournament_100,2014-08-29,2014-09-22,12,classic,李文子,陈春,2014-08-29,0.5,tournament_100_32,32,100,100.32
tournament_100,2014-08-29,2014-09-22,12,classic,史一姣,徐铭,2014-08-29,0.5,tournament_100_33,33,100,100.33
tournament_100,2014-08-29,2014-09-22,12,classic,王真直,邹江祥,2014-08-29,0.5,tournament_100_34,34,100,100.34
tournament_100,2014-08-29,2014-09-22,12,classic,吴雄苍,杨慧,2014-08-29,1.0,tournament_100_35,35,100,100.35
tournament_100,2014-08-29,2014-09-22,12,classic,梁良,金心峰,2014-08-29,0.0,tournament_100_36,36,100,100.36
tournament_100,2014-08-29,2014-09-22,12,classic,李秀寿,蔡玉雪,2014-08-31,0.5,tournament_100_37,37,100,100.37
tournament_100,2014-08-29,2014-09-22,12,classic,谭卓佳,刘碧艳,2014-08-31,0.0,tournament_100_38,38,100,100.38
tournament_100,2014-08-29,2014-09-22,12,classic,丁晨彤,马朝风,2014-08-31,0.5,tournament_100_39,39,100,100.39
tournament_100,2014-08-29,2014-09-22,12,classic,彭国,张艺燕,2014-08-31,1.0,tournament_100_40,40,100,100.40
tournament_100,2014-08-29,2014-09-22,12,classic,章泽,方东,2014-08-31,1.0,tournament_100_41,41,100,100.41
tournament_100,2014-08-29,2014-09-22,12,classic,周影吉,孙义敏,2014-08-31,0.0,tournament_100_42,42,100,100.42
tournament_100,2014-08-29,2014-09-22,12,classic,金心峰,冯隆美,2014-08-31,1.0,tournament_100_43,43,100,100.43
tournament_100,2014-08-29,2014-09-22,12,classic,王剑妹,王俊,2014-08-31,1.0,tournament_100_44,44,100,100.44
tournament_100,2014-08-29,2014-09-22,12,classic,冯三立,王由航,2014-08-31,1.0,tournament_100_45,45,100,100.45
tournament_100,2014-08-29,2014-09-22,12,classic,赵晋耕,贾烨广,2014-08-31,0.5,tournament_100_46,46,100,100.46
tournament_100,2014-08-29,2014-09-22,12,classic,刘改川,梁梅强,2014-08-31,0.0,tournament_100_47,47,100,100.47
tournament_100,2014-08-29,2014-09-22,12,classic,顾加军,郑宣珍,2014-08-31,0.5,tournament_100_48,48,100,100.48
tournament_100,2014-08-29,2014-09-22,12,classic,卢来青,范存妞,2014-08-31,0.0,tournament_100_49,49,100,100.49
tournament_100,2014-08-29,2014-09-22,12,classic,李利平,陈一,2014-08-31,0.5,tournament_100_50,50,100,100.50
tournament_100,2014-08-29,2014-09-22,12,classic,许士波,吴雄苍,2014-08-31,0.5,tournament_100_51,51,100,100.51
tournament_100,2014-08-29,2014-09-22,12,classic,王加娟,李舒初,2014-08-31,0.0,tournament_100_52,52,100,100.52
tournament_100,2014-08-29,2014-09-22,12,classic,赵西勇,郝华琳,2014-08-31,0.0,tournament_100_53,53,100,100.53
tournament_100,2014-08-29,2014-09-22,12,classic,刘宇福,郭周哲,2014-08-31,0.5,tournament_100_54,54,100,100.54
tournament_100,2014-08-29,2014-09-22,12,classic,陈春,孟芳全,2014-08-31,0.0,tournament_100_55,55,100,100.55
tournament_100,2014-08-29,2014-09-22,12,classic,徐铭,谢庆麟,2014-08-31,0.5,tournament_100_56,56,100,100.56
tournament_100,2014-08-29,2014-09-22,12,classic,邹江祥,胡建萍,2014-08-31,0.5,tournament_100_57,57,100,100.57
tournament_100,2014-08-29,2014-09-22,12,classic,谭尧,郝星,2014-08-31,0.0,tournament_100_58,58,100,100.58
tournament_100,2014-08-29,2014-09-22,12,classic,王殿,阎斯钧,2014-08-31,0.5,tournament_100_59,59,100,100.59
tournament_100,2014-08-29,2014-09-22,12,classic,张海航,乔宏琪,2014-08-31,0.0,tournament_100_60,60,100,100.60
tournament_100,2014-08-29,2014-09-22,12,classic,段振,冯柏贞,2014-08-31,0.0,tournament_100_61,61,100,100.61
tournament_100,2014-08-29,2014-09-22,12,classic,杨承,祝艳光,2014-08-31,0.5,tournament_100_62,62,100,100.62
tournament_100,2014-08-29,2014-09-22,12,classic,田佳达,林源浩,2014-08-31,0.0,tournament_100_63,63,100,100.63
tournament_100,2014-08-29,2014-09-22,12,classic,何驿艳,李文子,2014-08-31,1.0,tournament_100_64,64,100,100.64
tournament_100,2014-08-29,2014-09-22,12,classic,史智,史一姣,2014-08-31,0.5,tournament_100_65,65,100,100.65
tournament_100,2014-08-29,2014-09-22,12,classic,魏兴,王真直,2014-08-31,0.0,tournament_100_66,66,100,100.66
tournament_100,2014-08-29,2014-09-22,12,classic,傅建,徐耀祥,2014-08-31,1.0,tournament_100_67,67,100,100.67
tournament_100,2014-08-29,2014-09-22,12,classic,彭捷慧,周忠雷,2014-08-31,0.0,tournament_100_68,68,100,100.68
tournament_100,2014-08-29,2014-09-22,12,classic,邓烈,李禄娟,2014-08-31,0.5,tournament_100_69,69,100,100.69
tournament_100,2014-08-29,2014-09-22,12,classic,金志,陈宸云,2014-08-31,1.0,tournament_100_70,70,100,100.70
tournament_100,2014-08-29,2014-09-22,12,classic,王瑶珠,王江基,2014-08-31,0.0,tournament_100_71,71,100,100.71
tournament_100,2014-08-29,2014-09-22,12,classic,杨慧,梁良,2014-08-31,0.5,tournament_100_72,72,100,100.72
tournament_100,2014-08-29,2014-09-22,12,classic,刘碧艳,彭国,2014-09-02,0.5,tournament_100_73,73,100,100.73
tournament_100,2014-08-29,2014-09-22,12,classic,孙义敏,章泽,2014-09-02,0.0,tournament_100_74,74,100,100.74
tournament_100,2014-08-29,2014-09-22,12,classic,梁梅强,金心峰,2014-09-02,1.0,tournament_100_75,75,100,100.75
tournament_100,2014-08-29,2014-09-22,12,classic,范存妞,李秀寿,2014-09-02,1.0,tournament_100_76,76,100,100.76
tournament_100,2014-08-29,2014-09-22,12,classic,李舒初,丁晨彤,2014-09-02,1.0,tournament_100_77,77,100,100.77
tournament_100,2014-08-29,2014-09-22,12,classic,蔡玉雪,王剑妹,2014-09-02,0.0,tournament_100_78,78,100,100.78
tournament_100,2014-08-29,2014-09-22,12,classic,马朝风,冯三立,2014-09-02,1.0,tournament_100_79,79,100,100.79
tournament_100,2014-08-29,2014-09-22,12,classic,贾烨广,谭卓佳,2014-09-02,1.0,tournament_100_80,80,100,100.80
tournament_100,2014-08-29,2014-09-22,12,classic,郑宣珍,周影吉,2014-09-02,1.0,tournament_100_81,81,100,100.81
tournament_100,2014-08-29,2014-09-22,12,classic,陈一,赵晋耕,2014-09-02,0.0,tournament_100_82,82,100,100.82
tournament_100,2014-08-29,2014-09-22,12,classic,吴雄苍,顾加军,2014-09-02,0.5,tournament_100_83,83,100,100.83
tournament_100,2014-08-29,2014-09-22,12,classic,郝华琳,李利平,2014-09-02,0.5,tournament_100_84,84,100,100.84
tournament_100,2014-08-29,2014-09-22,12,classic,孟芳全,许士波,2014-09-02,1.0,tournament_100_85,85,100,100.85
tournament_100,2014-08-29,2014-09-22,12,classic,郝星,刘宇福,2014-09-02,1.0,tournament_100_86,86,100,100.86
tournament_100,2014-08-29,2014-09-22,12,classic,乔宏琪,徐铭,2014-09-02,0.5,tournament_100_87,87,100,100.87
tournament_100,2014-08-29,2014-09-22,12,classic,冯柏贞,邹江祥,2014-09-02,0.5,tournament_100_88,88,100,100.88
tournament_100,2014-08-29,2014-09-22,12,classic,林源浩,何驿艳,2014-09-02,0.0,tournament_100_89,89,100,100.89
tournament_100,2014-08-29,2014-09-22,12,classic,王真直,傅建,2014-09-02,1.0,tournament_100_90,90,100,100.90
tournament_100,2014-08-29,2014-09-22,12,classic,张艺燕,金志,2014-09-02,1.0,tournament_100_91,91,100,100.91
tournament_100,2014-08-29,2014-09-22,12,classic,方东,刘改川,2014-09-02,0.5,tournament_100_92,92,100,100.92
tournament_100,2014-08-29,2014-09-22,12,classic,冯隆美,卢来青,2014-09-02,0.5,tournament_100_93,93,100,100.93
tournament_100,2014-08-29,2014-09-22,12,classic,王俊,王加娟,2014-09-02,1.0,tournament_100_94,94,100,100.94
tournament_100,2014-08-29,2014-09-22,12,classic,王由航,赵西勇,2014-09-02,1.0,tournament_100_95,95,100,100.95
tournament_100,2014-08-29,2014-09-22,12,classic,郭周哲,陈春,2014-09-02,1.0,tournament_100_96,96,100,100.96
