name,start_date,end_date,tours,time_control,white,black,date,result,id,Pattern,Tournment_serial,series_no,dense_rank
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Yi","Lu, Yingfu",2014-01-23,0.0,tournament_10_122,10_122,10,122,27
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Yajuan","Lu, Xingmiao",2014-01-23,0.0,tournament_10_123,10_123,10,123,28
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Xuanyan","Wu, Haifang",2014-01-23,0.5,tournament_10_124,10_124,10,124,29
tournament_10,2014-01-15,2014-02-08,12,rapid,"Guo, Hongmin","Pang, Ronggang",2014-01-23,0.5,tournament_10_125,10_125,10,125,30
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jianyao","Jiang, Degang",2014-01-25,0.5,tournament_10_126,10_126,10,126,31
tournament_10,2014-01-15,2014-02-08,12,rapid,"Gao, Xiaochen","Huang, Mengli",2014-01-25,0.0,tournament_10_127,10_127,10,127,32
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuyu","Li, Minkang",2014-01-25,0.5,tournament_10_128,10_128,10,128,33
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jin","Wei, Ming",2014-01-25,1.0,tournament_10_129,10_129,10,129,34
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Cai","Xu, Xiaozhi",2014-01-25,0.5,tournament_10_130,10_130,10,130,36
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Shujun","Wen, Yongxi",2014-01-25,1.0,tournament_10_131,10_131,10,131,37
tournament_10,2014-01-15,2014-02-08,12,rapid,"Song, Zeji","Hu, Jingxin",2014-01-25,1.0,tournament_10_132,10_132,10,132,38
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Dian","Liu, Kaiqing",2014-01-25,1.0,tournament_10_133,10_133,10,133,39
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Hai","Liang, Jiyue",2014-01-25,0.5,tournament_10_134,10_134,10,134,40
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Baoyu","Yuan, Yue",2014-01-25,0.0,tournament_10_135,10_135,10,135,41
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Qiyan","Li, Zhengji",2014-01-25,0.0,tournament_10_136,10_136,10,136,42
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuke","Shen, Jianqin",2014-01-25,0.5,tournament_10_137,10_137,10,137,43
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xing, Qiping","Xu, Fuying",2014-01-25,0.5,tournament_10_138,10_138,10,138,44
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Chenliang","Liu, Aigui",2014-01-25,0.5,tournament_10_139,10_139,10,139,45
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhu, Qingzhen","Lin, Yuanhao",2014-01-25,1.0,tournament_10_140,10_140,10,140,47
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Feirui","Cai, Qi",2014-01-25,1.0,tournament_10_141,10_141,10,141,48
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Wenmei","Huang, Yunhu",2014-01-25,1.0,tournament_10_142,10_142,10,142,49
tournament_10,2014-01-15,2014-02-08,12,rapid,"Tian, Xiong","Zhu, Guobiao",2014-01-25,1.0,tournament_10_143,10_143,10,143,50
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lv, Yiguo","Liang, Qing",2014-01-25,0.5,tournament_10_144,10_144,10,144,51
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhou, Xialan","Zhang, Zhengnan",2014-01-25,0.5,tournament_10_145,10_145,10,145,52
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cao, Yiping","Zhang, Muli",2014-01-25,0.5,tournament_10_146,10_146,10,146,53
tournament_10,2014-01-15,2014-02-08,12,rapid,"Pang, Ronggang","Zhang, Yajuan",2014-01-25,0.5,tournament_10_147,10_147,10,147,54
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Yingfu","Guo, Hongmin",2014-01-25,0.5,tournament_10_148,10_148,10,148,55
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Xingmiao","Wang, Xuanyan",2014-01-25,0.5,tournament_10_149,10_149,10,149,56
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wu, Haifang","Jiang, Yi",2014-01-25,1.0,tournament_10_150,10_150,10,150,58
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Mengli","Chen, Yuyu",2014-01-27,0.5,tournament_10_151,10_151,10,151,59
tournament_10,2014-01-15,2014-02-08,12,rapid,"Yuan, Yue","Wang, Jianyao",2014-01-27,0.0,tournament_10_152,10_152,10,152,60
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Minkang","Wang, Jin",2014-01-27,1.0,tournament_10_153,10_153,10,153,61
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Zhengji","Liang, Shujun",2014-01-27,0.5,tournament_10_154,10_154,10,154,62
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Xiaozhi","Song, Zeji",2014-01-27,0.5,tournament_10_155,10_155,10,155,63
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Degang","Gao, Xiaochen",2014-01-27,0.5,tournament_10_156,10_156,10,156,64
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wei, Ming","Wang, Cai",2014-01-27,0.0,tournament_10_157,10_157,10,157,65
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wen, Yongxi","Wang, Dian",2014-01-27,0.0,tournament_10_158,10_158,10,158,66
tournament_10,2014-01-15,2014-02-08,12,rapid,"Hu, Jingxin","Li, Hai",2014-01-27,0.5,tournament_10_159,10_159,10,159,67
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Fuying","Chen, Yuke",2014-01-27,1.0,tournament_10_160,10_160,10,160,69
tournament_10,2014-01-15,2014-02-08,12,rapid,"Shen, Jianqin","Xing, Qiping",2014-01-27,1.0,tournament_10_161,10_161,10,161,70
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Jiyue","Zhu, Qingzhen",2014-01-27,0.5,tournament_10_162,10_162,10,162,71
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Kaiqing","Huang, Feirui",2014-01-27,1.0,tournament_10_163,10_163,10,163,72
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Aigui","Zhao, Wenmei",2014-01-27,1.0,tournament_10_164,10_164,10,164,73
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lin, Yuanhao","Tian, Xiong",2014-01-27,0.5,tournament_10_165,10_165,10,165,74
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Qing","Zhao, Baoyu",2014-01-27,0.0,tournament_10_166,10_166,10,166,75
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Yunhu","Zhang, Qiyan",2014-01-27,0.5,tournament_10_167,10_167,10,167,76
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cai, Qi","Xu, Chenliang",2014-01-27,0.0,tournament_10_168,10_168,10,168,77
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Zhengnan","Wu, Haifang",2014-01-27,0.5,tournament_10_169,10_169,10,169,78
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Xuanyan","Lv, Yiguo",2014-01-27,0.5,tournament_10_170,10_170,10,170,80
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhu, Guobiao","Zhou, Xialan",2014-01-27,0.5,tournament_10_171,10_171,10,171,81
tournament_10,2014-01-15,2014-02-08,12,rapid,"Guo, Hongmin","Cao, Yiping",2014-01-27,0.5,tournament_10_172,10_172,10,172,82
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Muli","Pang, Ronggang",2014-01-27,0.5,tournament_10_173,10_173,10,173,83
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Yajuan","Lu, Yingfu",2014-01-27,0.5,tournament_10_174,10_174,10,174,84
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Yi","Lu, Xingmiao",2014-01-27,1.0,tournament_10_175,10_175,10,175,85
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Shujun","Huang, Mengli",2014-01-29,0.0,tournament_10_176,10_176,10,176,86
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jianyao","Li, Zhengji",2014-01-29,0.5,tournament_10_177,10_177,10,177,87
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuyu","Shen, Jianqin",2014-01-29,1.0,tournament_10_178,10_178,10,178,88
tournament_10,2014-01-15,2014-02-08,12,rapid,"Song, Zeji","Li, Minkang",2014-01-29,0.5,tournament_10_179,10_179,10,179,89
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Cai","Xu, Fuying",2014-01-29,1.0,tournament_10_180,10_180,10,180,91
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Dian","Xu, Xiaozhi",2014-01-29,0.5,tournament_10_181,10_181,10,181,92
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jin","Jiang, Degang",2014-01-29,0.0,tournament_10_182,10_182,10,182,93
tournament_10,2014-01-15,2014-02-08,12,rapid,"Gao, Xiaochen","Hu, Jingxin",2014-01-29,0.5,tournament_10_183,10_183,10,183,94
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Hai","Yuan, Yue",2014-01-29,0.5,tournament_10_184,10_184,10,184,95
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhu, Qingzhen","Liu, Kaiqing",2014-01-29,1.0,tournament_10_185,10_185,10,185,96
tournament_10,2014-01-15,2014-02-08,12,rapid,"Tian, Xiong","Liu, Aigui",2014-01-29,0.0,tournament_10_186,10_186,10,186,97
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Baoyu","Liang, Jiyue",2014-01-29,0.5,tournament_10_187,10_187,10,187,98
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Chenliang","Wei, Ming",2014-01-29,0.0,tournament_10_188,10_188,10,188,99
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuke","Wen, Yongxi",2014-01-29,1.0,tournament_10_189,10_189,10,189,100
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xing, Qiping","Lin, Yuanhao",2014-01-29,1.0,tournament_10_190,10_190,10,190,102
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Feirui","Wang, Xuanyan",2014-01-29,1.0,tournament_10_191,10_191,10,191,103
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Wenmei","Zhang, Zhengnan",2014-01-29,1.0,tournament_10_192,10_192,10,192,104
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Qiyan","Cai, Qi",2014-01-29,1.0,tournament_10_193,10_193,10,193,105
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wu, Haifang","Huang, Yunhu",2014-01-29,0.0,tournament_10_194,10_194,10,194,106
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Yingfu","Liang, Qing",2014-01-29,0.5,tournament_10_195,10_195,10,195,107
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhou, Xialan","Jiang, Yi",2014-01-29,1.0,tournament_10_196,10_196,10,196,108
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lv, Yiguo","Pang, Ronggang",2014-01-29,0.0,tournament_10_197,10_197,10,197,109
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Yajuan","Guo, Hongmin",2014-01-29,0.0,tournament_10_198,10_198,10,198,110
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cao, Yiping","Zhu, Guobiao",2014-01-29,1.0,tournament_10_199,10_199,10,199,111
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Xingmiao","Zhang, Muli",2014-01-29,0.5,tournament_10_200,10_200,10,200,114
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Mengli","Song, Zeji",2014-01-31,1.0,tournament_10_201,10_201,10,201,115
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Aigui","Wang, Jianyao",2014-01-31,1.0,tournament_10_202,10_202,10,202,116
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Zhengji","Chen, Yuyu",2014-01-31,1.0,tournament_10_203,10_203,10,203,117
tournament_10,2014-01-15,2014-02-08,12,rapid,"Shen, Jianqin","Wang, Cai",2014-01-31,1.0,tournament_10_204,10_204,10,204,118
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Minkang","Wang, Dian",2014-01-31,0.5,tournament_10_205,10_205,10,205,119
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Fuying","Liang, Shujun",2014-01-31,0.5,tournament_10_206,10_206,10,206,120
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Xiaozhi","Gao, Xiaochen",2014-01-31,0.5,tournament_10_207,10_207,10,207,121
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Degang","Zhu, Qingzhen",2014-01-31,0.5,tournament_10_208,10_208,10,208,122
tournament_10,2014-01-15,2014-02-08,12,rapid,"Yuan, Yue","Wang, Jin",2014-01-31,0.5,tournament_10_209,10_209,10,209,123
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wei, Ming","Li, Hai",2014-01-31,0.5,tournament_10_210,10_210,10,210,125
tournament_10,2014-01-15,2014-02-08,12,rapid,"Hu, Jingxin","Zhao, Baoyu",2014-01-31,0.5,tournament_10_211,10_211,10,211,126
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Yunhu","Chen, Yuke",2014-01-31,1.0,tournament_10_212,10_212,10,212,127
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Kaiqing","Xing, Qiping",2014-01-31,0.0,tournament_10_213,10_213,10,213,128
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Jiyue","Huang, Feirui",2014-01-31,0.5,tournament_10_214,10_214,10,214,129
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wen, Yongxi","Zhao, Wenmei",2014-01-31,0.0,tournament_10_215,10_215,10,215,130
tournament_10,2014-01-15,2014-02-08,12,rapid,"Guo, Hongmin","Zhang, Qiyan",2014-01-31,0.5,tournament_10_216,10_216,10,216,131
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Xuanyan","Tian, Xiong",2014-01-31,0.5,tournament_10_217,10_217,10,217,132
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lin, Yuanhao","Xu, Chenliang",2014-01-31,0.5,tournament_10_218,10_218,10,218,133
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Qing","Zhou, Xialan",2014-01-31,0.5,tournament_10_219,10_219,10,219,134
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cai, Qi","Cao, Yiping",2014-01-31,0.5,tournament_10_220,10_220,10,220,136
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Yi","Zhang, Yajuan",2014-01-31,1.0,tournament_10_221,10_221,10,221,137
tournament_10,2014-01-15,2014-02-08,12,rapid,"Pang, Ronggang","Wu, Haifang",2014-01-31,1.0,tournament_10_222,10_222,10,222,138
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lv, Yiguo","Lu, Yingfu",2014-01-31,0.5,tournament_10_223,10_223,10,223,139
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Muli","Zhu, Guobiao",2014-01-31,0.5,tournament_10_224,10_224,10,224,140
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Zhengnan","Lu, Xingmiao",2014-01-31,0.5,tournament_10_225,10_225,10,225,141
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Dian","Huang, Mengli",2014-02-02,0.5,tournament_10_226,10_226,10,226,142
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jianyao","Shen, Jianqin",2014-02-02,1.0,tournament_10_227,10_227,10,227,143
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuyu","Liu, Aigui",2014-02-02,1.0,tournament_10_228,10_228,10,228,144
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Cai","Li, Zhengji",2014-02-02,1.0,tournament_10_229,10_229,10,229,145
tournament_10,2014-01-15,2014-02-08,12,rapid,"Song, Zeji","Xu, Fuying",2014-02-02,1.0,tournament_10_230,10_230,10,230,147
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Shujun","Li, Minkang",2014-02-02,0.5,tournament_10_231,10_231,10,231,148
tournament_10,2014-01-15,2014-02-08,12,rapid,"Gao, Xiaochen","Liang, Jiyue",2014-02-02,0.0,tournament_10_232,10_232,10,232,149
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xing, Qiping","Jiang, Degang",2014-02-02,0.5,tournament_10_233,10_233,10,233,150
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhu, Qingzhen","Xu, Xiaozhi",2014-02-02,0.5,tournament_10_234,10_234,10,234,151
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Wenmei","Yuan, Yue",2014-02-02,0.0,tournament_10_235,10_235,10,235,152
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jin","Hu, Jingxin",2014-02-02,1.0,tournament_10_236,10_236,10,236,153
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Hai","Huang, Yunhu",2014-02-02,1.0,tournament_10_237,10_237,10,237,154
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Baoyu","Wei, Ming",2014-02-02,0.5,tournament_10_238,10_238,10,238,155
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Feirui","Guo, Hongmin",2014-02-02,1.0,tournament_10_239,10_239,10,239,156
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Qiyan","Liu, Kaiqing",2014-02-02,0.0,tournament_10_240,10_240,10,240,158
tournament_10,2014-01-15,2014-02-08,12,rapid,"Pang, Ronggang","Wen, Yongxi",2014-02-02,0.5,tournament_10_241,10_241,10,241,159
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuke","Zhang, Zhengnan",2014-02-02,1.0,tournament_10_242,10_242,10,242,160
tournament_10,2014-01-15,2014-02-08,12,rapid,"Tian, Xiong","Jiang, Yi",2014-02-02,1.0,tournament_10_243,10_243,10,243,161
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Chenliang","Wang, Xuanyan",2014-02-02,1.0,tournament_10_244,10_244,10,244,162
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lv, Yiguo","Cai, Qi",2014-02-02,0.0,tournament_10_245,10_245,10,245,163
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wu, Haifang","Zhu, Guobiao",2014-02-02,1.0,tournament_10_246,10_246,10,246,164
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Yajuan","Zhang, Muli",2014-02-02,0.0,tournament_10_247,10_247,10,247,165
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lin, Yuanhao","Liang, Qing",2014-02-02,1.0,tournament_10_248,10_248,10,248,166
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhou, Xialan","Lu, Yingfu",2014-02-02,0.0,tournament_10_249,10_249,10,249,167
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Xingmiao","Cao, Yiping",2014-02-02,0.0,tournament_10_250,10_250,10,250,169
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Mengli","Zhu, Qingzhen",2014-02-04,0.5,tournament_10_251,10_251,10,251,170
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Jiyue","Wang, Jianyao",2014-02-04,0.0,tournament_10_252,10_252,10,252,171
tournament_10,2014-01-15,2014-02-08,12,rapid,"Yuan, Yue","Chen, Yuyu",2014-02-04,0.5,tournament_10_253,10_253,10,253,172
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Aigui","Wang, Cai",2014-02-04,0.5,tournament_10_254,10_254,10,254,173
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Degang","Wang, Dian",2014-02-04,0.5,tournament_10_255,10_255,10,255,174
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Zhengji","Song, Zeji",2014-02-04,1.0,tournament_10_256,10_256,10,256,175
tournament_10,2014-01-15,2014-02-08,12,rapid,"Shen, Jianqin","Liang, Shujun",2014-02-04,0.5,tournament_10_257,10_257,10,257,176
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Minkang","Xing, Qiping",2014-02-04,0.5,tournament_10_258,10_258,10,258,177
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Fuying","Wang, Jin",2014-02-04,0.0,tournament_10_259,10_259,10,259,178
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Xiaozhi","Li, Hai",2014-02-04,0.0,tournament_10_260,10_260,10,260,180
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wei, Ming","Huang, Feirui",2014-02-04,1.0,tournament_10_261,10_261,10,261,181
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Yunhu","Gao, Xiaochen",2014-02-04,0.0,tournament_10_262,10_262,10,262,182
tournament_10,2014-01-15,2014-02-08,12,rapid,"Hu, Jingxin","Zhao, Wenmei",2014-02-04,0.5,tournament_10_263,10_263,10,263,183
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lin, Yuanhao","Zhao, Baoyu",2014-02-04,0.5,tournament_10_264,10_264,10,264,184
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liu, Kaiqing","Pang, Ronggang",2014-02-04,1.0,tournament_10_265,10_265,10,265,185
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Muli","Chen, Yuke",2014-02-04,0.0,tournament_10_266,10_266,10,266,186
tournament_10,2014-01-15,2014-02-08,12,rapid,"Guo, Hongmin","Tian, Xiong",2014-02-04,0.0,tournament_10_267,10_267,10,267,187
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Zhengnan","Xu, Chenliang",2014-02-04,0.5,tournament_10_268,10_268,10,268,188
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wen, Yongxi","Cao, Yiping",2014-02-04,0.5,tournament_10_269,10_269,10,269,189
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhou, Xialan","Lv, Yiguo",2014-02-04,0.5,tournament_10_270,10_270,10,270,191
tournament_10,2014-01-15,2014-02-08,12,rapid,"Jiang, Yi","Wang, Xuanyan",2014-02-04,0.5,tournament_10_271,10_271,10,271,192
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cai, Qi","Zhang, Yajuan",2014-02-04,0.5,tournament_10_272,10_272,10,272,193
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhu, Guobiao","Zhang, Qiyan",2014-02-04,0.5,tournament_10_273,10_273,10,273,194
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Yingfu","Wu, Haifang",2014-02-04,0.0,tournament_10_274,10_274,10,274,195
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Qing","Lu, Xingmiao",2014-02-04,0.5,tournament_10_275,10_275,10,275,196
tournament_10,2014-01-15,2014-02-08,12,rapid,"Li, Hai","Huang, Mengli",2014-02-06,0.5,tournament_10_276,10_276,10,276,197
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jianyao","Liu, Kaiqing",2014-02-06,1.0,tournament_10_277,10_277,10,277,198
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuyu","Wei, Ming",2014-02-06,1.0,tournament_10_278,10_278,10,278,199
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Cai","Yuan, Yue",2014-02-06,0.5,tournament_10_279,10_279,10,279,200
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Dian","Liu, Aigui",2014-02-06,0.5,tournament_10_280,10_280,10,280,202
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wang, Jin","Li, Zhengji",2014-02-06,1.0,tournament_10_281,10_281,10,281,203
tournament_10,2014-01-15,2014-02-08,12,rapid,"Song, Zeji","Shen, Jianqin",2014-02-06,1.0,tournament_10_282,10_282,10,282,204
tournament_10,2014-01-15,2014-02-08,12,rapid,"Liang, Shujun","Liang, Jiyue",2014-02-06,0.5,tournament_10_283,10_283,10,283,205
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhu, Qingzhen","Li, Minkang",2014-02-06,0.0,tournament_10_284,10_284,10,284,206
tournament_10,2014-01-15,2014-02-08,12,rapid,"Chen, Yuke","Jiang, Degang",2014-02-06,0.5,tournament_10_285,10_285,10,285,207
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xing, Qiping","Xu, Xiaozhi",2014-02-06,0.5,tournament_10_286,10_286,10,286,208
tournament_10,2014-01-15,2014-02-08,12,rapid,"Gao, Xiaochen","Lin, Yuanhao",2014-02-06,1.0,tournament_10_287,10_287,10,287,209
tournament_10,2014-01-15,2014-02-08,12,rapid,"Tian, Xiong","Hu, Jingxin",2014-02-06,1.0,tournament_10_288,10_288,10,288,210
tournament_10,2014-01-15,2014-02-08,12,rapid,"Huang, Feirui","Xu, Fuying",2014-02-06,0.5,tournament_10_289,10_289,10,289,211
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Wenmei","Zhang, Muli",2014-02-06,1.0,tournament_10_290,10_290,10,290,213
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhao, Baoyu","Wen, Yongxi",2014-02-06,0.5,tournament_10_291,10_291,10,291,214
tournament_10,2014-01-15,2014-02-08,12,rapid,"Xu, Chenliang","Huang, Yunhu",2014-02-06,0.0,tournament_10_292,10_292,10,292,215
tournament_10,2014-01-15,2014-02-08,12,rapid,"Cao, Yiping","Liang, Qing",2014-02-06,1.0,tournament_10_293,10_293,10,293,216
tournament_10,2014-01-15,2014-02-08,12,rapid,"Pang, Ronggang","Cai, Qi",2014-02-06,0.5,tournament_10_294,10_294,10,294,217
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lv, Yiguo","Zhang, Yajuan",2014-02-06,0.5,tournament_10_295,10_295,10,295,218
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Yingfu","Wang, Xuanyan",2014-02-06,0.0,tournament_10_296,10_296,10,296,219
tournament_10,2014-01-15,2014-02-08,12,rapid,"Lu, Xingmiao","Zhu, Guobiao",2014-02-06,0.5,tournament_10_297,10_297,10,297,220
tournament_10,2014-01-15,2014-02-08,12,rapid,"Zhang, Qiyan","Jiang, Yi",2014-02-06,1.0,tournament_10_298,10_298,10,298,221
tournament_10,2014-01-15,2014-02-08,12,rapid,"Wu, Haifang","Zhou, Xialan",2014-02-06,0.0,tournament_10_299,10_299,10,299,222
tournament_10,2014-01-15,2014-02-08,12,rapid,"Guo, Hongmin","Zhang, Zhengnan",2014-02-06,0.5,tournament_10_300,10_300,10,300,225
tournament_100,2014-08-29,2014-09-22,12,classic,郝华琳,王剑妹,2014-08-29,0.5,tournament_100_1,100_1,100,1,1
tournament_100,2014-08-29,2014-09-22,12,classic,郭周哲,冯三立,2014-08-29,0.5,tournament_100_2,100_2,100,2,112
tournament_100,2014-08-29,2014-09-22,12,classic,蔡玉雪,谭尧,2014-08-29,1.0,tournament_100_3,100_3,100,3,223
tournament_100,2014-08-29,2014-09-22,12,classic,刘碧艳,王殿,2014-08-29,1.0,tournament_100_4,100_4,100,4,334
tournament_100,2014-08-29,2014-09-22,12,classic,徐耀祥,李秀寿,2014-08-29,0.0,tournament_100_5,100_5,100,5,378
tournament_100,2014-08-29,2014-09-22,12,classic,周忠雷,谭卓佳,2014-08-29,0.0,tournament_100_6,100_6,100,6,389
tournament_100,2014-08-29,2014-09-22,12,classic,马朝风,张海航,2014-08-29,1.0,tournament_100_7,100_7,100,7,400
